"CourseID","Subject","Catalog","LongTitle","ClassUnits","ComponentCode","ComponentDescr","PreRequisiteDescription","Career","EquivalentCourses"
"048076","BSTA","645","Statistical Software for Data Management and Analysis","3.00","LEC","Lecture","Students who have received credit for DESC 695S or DESC 695 Statistical Software for Data Mgmt & Analysis may not take BSTA 645 for credit","GRAD",""
"048077","BSTA","677","Business Forecasting","3.00","LEC","Lecture","PREREQ: MBA 608 or MBA 643.  Students who have received credit for DESC 677 may not take BSTA 677 for credit.","GRAD",""
"048078","BSTA","678","Data Mining Techniques","3.00","LEC","Lecture","PREREQ: MBA 608 or MBA 643.  Students who have received credit for DESC 695D or DESC 695 Data Mining Techniques may not take BSTA 678 for credit.","GRAD",""
"048954","BSTA","450","STATISTICAL MODELS FOR DATA ANALYSIS","3.00","LEC","Lecture","Course Prerequisite: One of (COMM215 or DESC244). Never Taken: DESC378, DESC478, DESC492","UGRD","BSTA 378=BSTA 450"
"050042","BSTA","679","STATISTICAL MODELS FOR DATA ANALYSIS","3.00","LEC","Lecture","PREREQ: MBA 643.  Students who have received credit for this topic under BTM 695 may not take this course for credit","GRAD",""
"050134","BSTA","695","Seminar in Special Topics","3.00","SEM","Seminar","","GRAD",""
"003523","BTM","200","FUNDMNTLS OF INFO TECHNOLOGY","3.00","LEC","Lecture","Never Taken: DESC200, INTE290, COMM499I, COMM212, COMM215","UGRD","BTM 200 = DESC 200 = COMM 499I"
"003524","BTM","380","Introduction to Business Application Development","3.00","LEC","Lecture","Course Prerequisite: One of (COMM226 or COMM301).  Never Taken: One of (BTM 380 or DESC 381)","UGRD","BTM 380 = DESC 391"
"003525","BTM","382","Database Management","3.00","LEC","Lecture","Course Prerequisite: One of (COMM 226 or COMM 301). Never Taken: BTM 495,DESC482, DESC489, DESC495,","UGRD","DESC 327 = DESC 382"
"003526","BTM","387","E-Business","3.00","LEC","Lecture","Course Prerequisite: One of (COMM226 or COMM301). Never Taken: DESC387, DESC490*, DESC489,","UGRD","BTM 387 = DESC 387"
"003527","BTM","395","INTERNET PROGRAMMING","3.00","LEC","Lecture","Course Prerequisite: BTM380. Never Taken: DESC395","UGRD","BTM 395 = DESC 395"
"003528","BTM","430","ENT RES PLNG&INFO TECH INTG","3.00","LEC","Lecture","Course Prerequisite: COMM225, One of (COMM 226 or COMM 301); Never Taken DESC430, DESC389, DESC420","UGRD","BTM 430 = DESC 430, 389, 420"
"003529","BTM","480","Project Management","3.00","LEC","Lecture","Course Prerequisite: One of (COMM226 or COMM301). Never Taken: DESC483, DESC490*","UGRD","DESC 386 = DESC 483"
"003530","BTM","481","Information Systems Analysis","3.00","LEC","Lecture","Course Prerequisite: BTM382 previously or concurrently. Never Taken: DESC481, DESC482, DESC489, DESC495, DESC496,","UGRD","DESC 424 = DESC 481"
"003531","BTM","495","Information Systems Design and Implementation","3.00","LEC","Lecture","Course Prerequisite: One of (BTM 380 or DESC 381), One of (BTM382 or DESC382), One of (BTM481 or DESC481). Never Taken: DESC482, DESC484, DESC495,","UGRD","BTM 495 = DESC 495"
"003532","BTM","496","Information Technology Strategy, Management, and Sourcing","3.00","LEC","Lecture","Course Prerequisite: One of (BTM481 or DESC481). Never Taken: DESC386, DESC483, DESC496","UGRD",""
"047954","BTM","440","Business Information Systems Risks, Security and Audit","3.00","LEC","Lecture","Course Prerequisite: One of (COMM226 or COMM 301)","UGRD",""
"048074","BTM","660","Project Management","3.00","LEC","Lecture","ANTI-REQ for BTM 660","GRAD",""
"048075","BTM","633","Strategic Management of Information Technology","3.00","LEC","Lecture","ANTI-REQ for BTM 633","GRAD","BTM 633 = MBA 615"
"048080","BTM","695","Seminar in Special Topics","3.00","LEC","Lecture","","GRAD",""
"049441","BTM","490","Special Topics in Business Technology Management","3.00","LEC","Lecture","Prerequisite COMM 226","UGRD",""
"003627","CART","211","Creative Computing and Network Culture","3.00","STU","Studio","   Never Taken/Not Registered: CART251, DFAR251","UGRD","CART 211 = CART 251"
"003628","CART","212","Digital Media Studio I","3.00","STU","Studio","   Never Taken/Not Registered: CART252 You must complete 1 of the following rules   Course Prerequisite: CART251, CART211","UGRD",""
"003629","CART","214","Visual Form and Communication","3.00","STU","Studio","   Never Taken/Not Registered: CART254, DART221","UGRD",""
"003632","CART","253","Creative Computation I","3.00","STU","Studio","   Never Taken/Not Registered: DFAR253, DFAR353","UGRD","CART 253 = DFAR 253"
"003634","CART","255","New Media Theory","3.00","STU","Studio","","UGRD","CART 255=CART 210"
"003637","CART","312","Digital Media Studio II","3.00","STU","Studio","Never Taken/Not Registered: CART352 You must complete 1 of the following rules   Course Prerequisite: CART212, CART252  You must have completed a minimum amount of 24 credits.","UGRD",""
"003638","CART","345","Digital Texts and Typography I","3.00","STU","Studio","   Never Taken/Not Registered: CART355C","UGRD",""
"003639","CART","346","Digital Sound I: Theory and Practice of Real?Time Audio","3.00","STU","Studio","; Never Taken/Not Registered: CART356A  You must have completed a minimum amount of 24 credits.","UGRD",""
"003641","CART","351","Networks and Navigation","3.00","STU","Studio","; Never Taken/Not Registered: DFAR350, DFAR351 You must complete 1 of the following rules   Course Prerequisite: CART251, DFAR251, CART211 You must complete 1 of the following rules   Course Prerequisite: CART252, DFAR252, CART212  You must have complete","UGRD",""
"003643","CART","353","Creative Computation III","3.00","STU","Studio","Never Taken/Not Registered: CART363; Course Prerequisite: CART253","UGRD","CART 353 = CART 363"
"003649","CART","360","Tangible Media and Physical Computing","3.00","STU","Studio","; Never Taken/Not Registered: DFAR360; Course Prerequisite: CART253  You must have completed a minimum amount of 24 credits.","UGRD","CART 360 = DFAR 360"
"003650","CART","361","3D Digital Production I","3.00","STU","Studio","Never Taken/Not Registered: CART261  You must have completed a minimum amount of 24 credits.","UGRD","CART 261 = CART 361"
"003651","CART","362","3D Digital Production II","3.00","STU","Studio","   Never Taken/Not Registered: CART262 You must complete 1 of the following rules   Course Prerequisite: CART261, CART361","UGRD","CART 262 = CART 362"
"003653","CART","370","Real?Time Video","3.00","STU","Studio","; Never Taken/Not Registered: CART498D  You must have completed a minimum amount of 24 credits.","UGRD",""
"003654","CART","411","Project Studio I","3.00","STU","Studio","Course Prerequisite: CART351; Never Taken/Not Registered: DFAR450, DFAR451, CART451; Course Prerequisite: CART253  You must have completed a minimum amount of 48 credits.","UGRD","CART 411 = CART 451"
"003655","CART","412","Project Studio II","3.00","STU","Studio","Never Taken/Not Registered: CART452, DFAR450, DFAR452 You must complete 1 of the following rules   Course Prerequisite: CART451, CART411  You must have completed a minimum amount of 48 credits.","UGRD","CART 412 = DFAR 451"
"003657","CART","415","GAME STUDIO I","3.00","STU","Studio","CART 215; CART 315 or COMP 376.","UGRD",""
"003658","CART","416","GAME STUDIO II","3.00","STU","Studio","CART 215; CART 315 or COMP 376.","UGRD",""
"003659","CART","434","Advanced 3D Studio","3.00","STU","Studio","Never Taken/Not Registered: CART354 You must complete 1 of the following rules   Course Prerequisite: CART261, CART361 You must complete 1 of the following rules   Course Prerequisite: CART262, CART362  You must have completed a minimum amount of 48 cred","UGRD","CART 354 = CART 434"
"003660","CART","444","Portfolio Studio","3.00","STU","Studio","; Never Taken/Not Registered: CART498E  You must have completed a minimum amount of 60 credits.","UGRD",""
"003661","CART","451","Networked Media Studio","3.00","STU","Studio","","UGRD","CART 411 = CART 451"
"003661","CART","451","Networked Media Studio","3.00","STU","Studio","","UGRD",""
"003666","CART","455","Professional Internship I","3.00","PRA","Practicum/Internship/Work-Term","; Never Taken/Not Registered: DFAR455  You must have completed a minimum amount of 48 credits.","UGRD","CART 455 = DFAR 455"
"003667","CART","456","Professional Internship II","3.00","PRA","Practicum/Internship/Work-Term","; Never Taken/Not Registered: DFAR456  You must have completed a minimum amount of 48 credits.","UGRD","CART 456 = DFAR 456"
"003668","CART","457","Independent Study I","3.00","STU","Studio","; Never Taken/Not Registered: DFAR457  You must have completed a minimum amount of 48 credits.","UGRD","CART 457 = DFAR 457"
"003669","CART","458","Independent Study II","3.00","STU","Studio","; Never Taken/Not Registered: DFAR458  You must have completed a minimum amount of 48 credits.","UGRD","CART 458 = DFAR 458"
"003670","CART","459","INDEPENDENT STUDY III","3.00","STU","Studio","You must have completed a minimum amount of 48 credits.","UGRD",""
"046541","CART","355","TOPICS IN KINETIC IMAGERY","3.00","LEC","Lecture","","UGRD",""
"046542","CART","356","TOPICS/ABSTRACT SOUNDSCAPES","3.00","LEC","Lecture","","UGRD",""
"046543","CART","454","TOPICS IN MULTIMEDIA THEORY","3.00","LEC","Lecture","","UGRD",""
"046544","CART","498","SPECIAL TOPICS IN CART","3.00","STU","Studio","You must have completed a minimum amount of 48 credits.","UGRD",""
"047468","CART","398","Special Topics in Computation Arts","3.00","STU","Studio","","UGRD",""
"047929","CART","215","Introduction to Game Design","3.00","STU","Studio","","UGRD",""
"047944","CART","315","Digital Game Prototyping","3.00","STU","Studio","CART 315 Prerequisite","UGRD","CART 315 = CART 398 = COMP 376"
"048522","CART","357","Topics in Digital Space","3.00","STU","Studio","for students with second-year standing (at least 24 credits completed)","UGRD",""
"048523","CART","358","Topics in Senses and Perception","3.00","STU","Studio","for students with second-year standing (at least 24 credits completed)","UGRD",""
"048524","CART","460","Bending Bits: Advanced Topics in Digital Media","3.00","STU","Studio","CART 411 previously or concurrently; 48 credits completed in a Computation Arts program; or written permission of the Department.","UGRD",""
"048898","CART","263","Creative Computation II","3.00","STU","Studio","for students enrolled in a Computation Arts program and who have completed CART 253.","UGRD",""
"048899","CART","310","|Interaction Design Studio","3.00","STU","Studio","for students enrolled in a Computation Arts program who have completed 24 credits including CART 210.","UGRD",""
"048900","CART","210","New Media Theory","3.00","STU","Studio","","UGRD","CART 255=CART 210"
"048901","CART","433","Information Design","3.00","STU","Studio","for students who have completed 48 credits in a Computation Arts program.","UGRD","CART 433=CART 498K=DART 455"
"048928","CART","410","Research-Creation in the Computation Arts","3.00","STU","Studio","for students enrolled in a Computation Arts program and who have completed CART 210 and CART 310.","UGRD",""
"048929","CART","461","Tangible Media Studio","3.00","STU","Studio","for students enrolled in a Computation Arts program and who have completed 48 credits including CART 360.","UGRD",""
"049735","CART","499","Special Topics in Computation Arts","6.00","STU","Studio","","UGRD",""
"003682","CATA","262","Emergency Care in Sport and Exercise","3.00","LAB","Laboratory","Prerequisite: EXCI253 previously or concurrently; enrolment in a Health, Kinesiology, and Applied Physiology program.","UGRD","CATA 262 = EXCI 262"
"003682","CATA","262","Emergency Care in Sport and Exercise","3.00","LEC","Lecture","Prerequisite: EXCI253 previously or concurrently; enrolment in a Health, Kinesiology, and Applied Physiology program.","UGRD","CATA 262 = EXCI 262"
"003683","CATA","263","Principles of Athletic Therapy","3.00","LAB","Laboratory","Prerequisite: CATA262; enrolment in a Health, Kinesiology and Applied Physiology program.","UGRD","CATA 263 = EXCI 263"
"003683","CATA","263","Principles of Athletic Therapy","3.00","LAB","Laboratory","Prerequisite: CATA262; enrolment in a Health, Kinesiology and Applied Physiology program.","UGRD",""
"003683","CATA","263","Principles of Athletic Therapy","3.00","LEC","Lecture","Prerequisite: CATA262; enrolment in a Health, Kinesiology and Applied Physiology program.","UGRD","CATA 263 = EXCI 263"
"003683","CATA","263","Principles of Athletic Therapy","3.00","LEC","Lecture","Prerequisite: CATA262; enrolment in a Health, Kinesiology and Applied Physiology program.","UGRD",""
"003685","CATA","337","Assessment of the Upper and Lower Extremities","3.00","LAB","Laboratory","Prerequisite: Enrollment in the BScAT or Honours in Athletic Therapy.","UGRD",""
"003685","CATA","337","Assessment of the Upper and Lower Extremities","3.00","LEC","Lecture","Prerequisite: Enrollment in the BScAT or Honours in Athletic Therapy.","UGRD",""
"003687","CATA","339","Rehabilitation of the Upper and Lower Extremities","3.00","LAB","Laboratory","Prerequisite: CATA337 previously or concurrently; enrolment in the BScAT or Honours in Athletic Therapy.","UGRD",""
"003687","CATA","339","Rehabilitation of the Upper and Lower Extremities","3.00","LEC","Lecture","Prerequisite: CATA337 previously or concurrently; enrolment in the BScAT or Honours in Athletic Therapy.","UGRD",""
"003689","CATA","348","Therapeutic Modalities in Sports Medicine","3.00","LAB","Laboratory","Prerequisite: CATA337 and CATA339; ; enrolment in the BScAT or Honours in Athletic Therapy.","UGRD","CATA 348 = EXCI 348"
"003689","CATA","348","Therapeutic Modalities in Sports Medicine","3.00","LEC","Lecture","Prerequisite: CATA337 and CATA339; ; enrolment in the BScAT or Honours in Athletic Therapy.","UGRD","CATA 348 = EXCI 348"
"003690","CATA","365","Athletic Therapy Field Internship I","6.00","PRA","Practicum/Internship/Work-Term","Prerequisite: Enrolment in BScAT or Honours in Athletic Therapy; permission of the department.","UGRD",""
"003691","CATA","390","ATHL. THERAPY FIELD INTER.","3.00","PRA","Practicum/Internship/Work-Term","","UGRD","CATA 390 = EXCI 390"
"003693","CATA","437","Assessment of the Hip, Spine and Pelvis","3.00","LAB","Laboratory","Prerequisite: Enrolment in BScAT or Honours in Athletic Therapy; successful completionof Stage II in the BScAT or Honours in Athletic Therapy.","UGRD",""
"003693","CATA","437","Assessment of the Hip, Spine and Pelvis","3.00","LEC","Lecture","Prerequisite: Enrolment in BScAT or Honours in Athletic Therapy; successful completionof Stage II in the BScAT or Honours in Athletic Therapy.","UGRD",""
"003695","CATA","439","Rehabilitation of the Hip, Spine and Pelvis","3.00","LAB","Laboratory","Prerequisite: CATA 437 previously or concurrently; enrolment in the BScAT or Honours inAthletic Therapy; successful completion of Stage II in the BScAT or Honours in AthleticTherapy.","UGRD",""
"003695","CATA","439","Rehabilitation of the Hip, Spine and Pelvis","3.00","LEC","Lecture","Prerequisite: CATA 437 previously or concurrently; enrolment in the BScAT or Honours inAthletic Therapy; successful completion of Stage II in the BScAT or Honours in AthleticTherapy.","UGRD",""
"003696","CATA","441","Concepts in Manual Therapy","3.00","LAB","Laboratory","Prerequisite: Completion of Stage III in the BScAT.","UGRD",""
"003696","CATA","441","Concepts in Manual Therapy","3.00","LEC","Lecture","Prerequisite: Completion of Stage III in the BScAT.","UGRD",""
"003697","CATA","447","Special Topics in Athletic Therapy","3.00","LEC","Lecture","Prerequisite: Enrolment in the BScAT or Honours in Athletic Therapy; successfulcompletion of Stage II in the BScAT or Honours in Athletic Therapy.","UGRD",""
"003698","CATA","462","Advanced Emergency Care","3.00","LAB","Laboratory","Prerequisite: Enrolment in the BScAT or Honours in Athletic Therapy; successfulcompletion of Stage II in the BScAT or Honours in Athletic Therapy.","UGRD",""
"003698","CATA","462","Advanced Emergency Care","3.00","LEC","Lecture","Prerequisite: Enrolment in the BScAT or Honours in Athletic Therapy; successfulcompletion of Stage II in the BScAT or Honours in Athletic Therapy.","UGRD",""
"003699","CATA","475","Athletic Therapy Clinical Internship I","6.00","PRA","Practicum/Internship/Work-Term","Prerequisite: Enrolment in the BScAT or Honours in Athletic Therapy; successfulcompletion of Stage II in the BScAT or Honours in Athletic Therapy.","UGRD",""
"003700","CATA","480","ATHL THER. CLINICAL INTERN","3.00","PRA","Practicum/Internship/Work-Term","","UGRD",""
"003701","CATA","485","Athletic Therapy Field Internship II","3.00","PRA","Practicum/Internship/Work-Term","Prerequisite: Enrolment in the BScAT or Honours in Athletic Therapy; successfulcompletion of Stage III in the BScAT or Honours in Athletic Therapy.","UGRD",""
"003702","CATA","495","Athletic Therapy Clinical Internship II","3.00","PRA","Practicum/Internship/Work-Term","Prerequisite: Enrolment in the BScAT or Honours in Athletic Therapy; successfulcompletion of Stage III in the BScAT or Honours in Athletic Therapy.","UGRD",""
"003703","CATS","609","INTRO. DANCE/MOV. THERAPY","3.00","LEC","Lecture","","GRAD",""
"003704","CATS","610","INTRO TOP-CLINICAL PSYC CATS","3.00","LEC","Lecture","","GRAD",""
"003705","CATS","611","COUNSELLING SKILLS FOR CATS","3.00","LEC","Lecture","","GRAD",""
"003706","CATS","615","INDEPENDENT PRACT. IN CATS","3.00","PRA","Practicum/Internship/Work-Term","","GRAD",""
"003715","CATS","636","INDEPENDENT STUDIES IN CATS","3.00","LEC","Lecture","","GRAD",""
"003716","CATS","637","INDEPENDENT STUDIES IN CATS","3.00","LEC","Lecture","","GRAD",""
"003717","CATS","638","CREAT.PROC.CLINICAL PRACTICE","3.00","LEC","Lecture","You must have completed a minimum amount of 26 credits.","GRAD",""
"003718","CATS","639","Interdisciplinary Topics: Cross-Cultural Competence in the Creative Arts Therapies","1.00","ONL","Online","","GRAD",""
"003719","CATS","641","Interdisciplinary Topics: Ethics in Clinical Practice in the Creative Arts","1.00","ONL","Online","","GRAD",""
"003721","CATS","643","Interdisciplinary Topics: Ethics in Research in the Creative Arts","1.00","ONL","Online","","GRAD",""
"003722","CATS","689","RESEARCH PAPER","9.00","LEC","Lecture","   Course Prerequisite: CATS691","GRAD",""
"003723","CATS","691","RESEARCH IN THE CATS","3.00","LEC","Lecture","","GRAD",""
"003724","CATS","698","APPL.RESEARCH PROJ/REPORT","6.00","LEC","Lecture","","GRAD",""
"040231","CATS","699","COMPREHENSIVE EXAM","3.00","LEC","Lecture","","GRAD",""
"046545","CATS","631","SELECTED ISSUES IN CATS","3.00","LEC","Lecture","","GRAD",""
"047953","CATS","210","Introduction to Creative Arts Therapies","3.00","STU","Studio","","UGRD",""
"046546","CDNS","299","SELECTED TOPICS IN CDNS","6.00","LEC","Lecture","","UGRD",""
"046547","CDNS","320","SELECT TOPICS-CANADIAN STUD","3.00","LEC","Lecture","","UGRD",""
"050583","CEAI","1001","AI FOUNDATIONS","30.00","REG","Regular","","CCCE",""
"050584","CEAI","1002","RESPONSIBLE AI","30.00","REG","Regular","","CCCE",""
"050585","CEAI","1003","UNDERSTANDING AI DATA","30.00","REG","Regular","","CCCE",""
"050586","CEAI","1004","WORKING WITH AI","30.00","REG","Regular","","CCCE",""
"048593","CEBD","1150","INTRO TO BIG DATA BUSINESS CASES","30.00","REG","Regular","","CCCE",""
"048595","CEBD","1251","BIG DATA VISUALIZATION AND STORYTELLING","30.00","REG","Regular","You must first complete CEBD 1150","CCCE",""
"048596","CEBD","1160","PROGRAMMING FOR DATA ANALYTICS","30.00","REG","Regular","","CCCE",""
"048597","CEBD","1260","MACHINE LEARNING","30.00","REG","Regular","You must first complete CEBD 1160","CCCE",""
"048598","CEBD","1261","BIG DATA INFRASTRUCTURE","30.00","REG","Regular","You must first complete CEBD 1160","CCCE",""
"049325","CEBD","1100","INTRO TO PYTHON","30.00","REG","Regular","","CCCE",""
"049326","CEBD","1151","BIG DATA ANALYTICS FOR BUSINESS","30.00","REG","Regular","You must first complete CEBD 1150","CCCE",""
"049651","CEBD","1200","INTRO TO R","30.00","REG","Regular","","CCCE",""
"049660","CEBD","1300","Intro to Data Analysis with Excel","30.00","REG","Regular","","CCCE",""
"049823","CEBD","420PT","DATA SCIENCE","420.00","REG","Regular","","CCCE",""
"049944","CEBD","420","DATA SCIENCE","420.00","REG","Regular","","CCCE",""
"046428","CEBU","1150","INTRO TO BUSINESS","40.00","REG","Regular","","CCCE","SEL 150/151 = CEBU 1150"
"046428","CEBU","1150","INTRO TO BUSINESS","40.00","REG","Regular","","CCCE",""
"046429","CEBU","1160","CROSS-CULTURAL MANAGEMENT","40.00","REG","Regular","","CCCE","SEL 156 = CEBU1160"
"046429","CEBU","1160","CROSS-CULTURAL MANAGEMENT","40.00","REG","Regular","","CCCE",""
"046430","CEBU","1170","BUSINESS ACCOUNTING","40.00","REG","Regular","","CCCE","SEL 152 = CEBU 1170"
"046430","CEBU","1170","BUSINESS ACCOUNTING","40.00","REG","Regular","","CCCE",""
"046431","CEBU","1180","BUSINESS LAW","40.00","REG","Regular","","CCCE","SEL 161 = CEBU 1180"
"046431","CEBU","1180","BUSINESS LAW","40.00","REG","Regular","","CCCE",""
"048565","CEBU","MOD6A","PROFITABILITY AND PERFORMANCE","40.00","REG","Regular","","CCCE",""
"036182","CECD","219","INTRO TO AUTOCAD","30.00","REG","Regular","","CCCE","CECD 219 = CI 811"
"036184","CECD","329","AUTOCAD - 3D MODELING","30.00","REG","Regular","You must first complete CECD 219","CCCE","CECD 329 = CI 822"
"036187","CECD","459","SOLIDWORKS I","30.00","REG","Regular","","CCCE",""
"036190","CECD","559","SOLIDWORKS II","30.00","REG","Regular","You must first complete CECD 459","CCCE",""
"049738","CECM","200","DATA: THE KEY TO TRULY STRATEGIC COMMUNICATIONS","30.00","REG","Regular","","CCCE",""
"049739","CECM","300","ENGAGING AND LEADING EMPLOYEES THROUGH CHANGE","30.00","REG","Regular","","CCCE",""
"050589","CECR","2001","CYBERSECURITY THREATS AND VULNERABILITIES","30.00","REG","Regular","","CCCE",""
"050590","CECR","2002","CYBERSECURITY AWARENESS FOR BUSINESS AND EMPLOYEES","30.00","REG","Regular","","CCCE",""
"050591","CECR","2003","CYBERSECURITY SOLUTIONS","30.00","REG","Regular","","CCCE",""
"050275","CEDP","400","UX","100.00","REG","Regular","","CCCE",""
"050284","CEDP","100","VISUAL DESIGN & BRANDING","40.00","REG","Regular","","CCCE",""
"050285","CEDP","200","ADOBE ILLUSTRATOR","40.00","REG","Regular","","CCCE",""
"050286","CEDP","350","ADOBE INDESIGN","40.00","REG","Regular","","CCCE",""
"050287","CEDP","300","WEB DESIGN","40.00","REG","Regular","","CCCE",""
"050288","CEDP","410","INTRO TO UX/UI","40.00","REG","Regular","","CCCE",""
"036236","CEEI","510","ENGLISH INTENSIVE INTERMEDIATE ONE","260.00","REG","Regular","Must have applied and been accepted into the Intensive English Language Program -- Must have completed course CEEI 410","CCCE","CE E205 = CEEI 510"
"036239","CEEI","610","ENGLISH INTENSIVE INTERMEDIATE TWO","260.00","REG","Regular","Must have applied and been accepted into the Intensive English Language Program -- Must have completed course CEEI 510","CCCE","CE E206 = CEEI 610"
"036242","CEEI","710","ENGLISH INTENSIVE ADVANCED ONE","260.00","REG","Regular","Must have applied and been accepted into the Intensive English Language Program -- Must have completed course CEEI 610","CCCE","CE E207 = CEEI 710"
"036245","CEEI","810","INTENSIVE ENGLISH: ADVANCED TWO","260.00","REG","Regular","Must have applied and been accepted into the Intensive English Language Program -- Must have completed course EEI 710","CCCE","CE E208 = CEEI 810"
"049671","CEEN","167","IELTS ACADEMIC TEST WRITING PREPARATION","30.00","REG","Regular","","CCCE",""
"049672","CEEN","168","IELTS GENERAL TRAINING TEST WRITING PREPARATION","30.00","REG","Regular","","CCCE",""
"050333","CEEN","MOD6C","LANGUAGES AND CULTURE","35.00","REG","Regular","","CCCE",""
"049508","CEFR","125GC","CONVERSATION FRANÇAISE INTRODUCTION","30.00","REG","Regular","","CCCE",""
"049632","CEFR","225GC","CONVERSATION FRANÇAISE 2","30.00","REG","Regular","","CCCE",""
"049837","CEFR","700PA","CONVERSATION FRANÇAISE","48.00","REG","Regular","","CCCE",""
"049914","CEFR","325GC","CONVERSATION FRANÇAISE 3","30.00","REG","Regular","","CCCE",""
"046432","CEHR","1150","INTRO TO HUMAN RESOURCES","40.00","REG","Regular","","CCCE","SEL 154 = CEHR1150"
"046432","CEHR","1150","INTRO TO HUMAN RESOURCES","40.00","REG","Regular","","CCCE",""
"046433","CEHR","1250","RECRUITMENT AND TALENT SELECTION","40.00","REG","Regular","You must complete all of the following CEHR1150","CCCE","SEL 164 = CEHR 1250"
"046433","CEHR","1250","RECRUITMENT AND TALENT SELECTION","40.00","REG","Regular","You must complete all of the following CEHR1150","CCCE",""
"047162","CEHR","1240","LABOUR LAW","40.00","REG","Regular","You must complete all of the following CEHR1150","CCCE","SEL 165 = CEHR 1240"
"047162","CEHR","1240","LABOUR LAW","40.00","REG","Regular","You must complete all of the following CEHR1150","CCCE",""
"047163","CEHR","1350","REMUNERATION AND BENEFITS","40.00","REG","Regular","You must complete all of the following CEHR1150","CCCE","SEL 174 = CEHR 1350"
"047163","CEHR","1350","REMUNERATION AND BENEFITS","40.00","REG","Regular","You must complete all of the following CEHR1150","CCCE",""
"036388","CEJN","110","BASIC EDITING PRACTICES","30.00","REG","Regular","","CCCE","CE 1252 = CEJN 110"
"036391","CEJN","116","INTRO TO CREATIVE WRITING","30.00","REG","Regular","","CCCE","CE 2743 = CEJN 116"
"036392","CEJN","118","WRITING FOR CHILDREN","30.00","REG","Regular","","CCCE","CE 2761 = CEJN 118"
"036393","CEJN","120","WRITING A NOVELLA","30.00","REG","Regular","","CCCE","CE 2760 = CEJN 120"
"036394","CEJN","122","CREATIVE NON-FICTION","30.00","REG","Regular","","CCCE",""
"036396","CEJN","126","TRAVEL WRITING","30.00","REG","Regular","","CCCE","CE 2762 = CEJN 126"
"036399","CEJN","134","WRITING YOUR MEMOIR","30.00","REG","Regular","","CCCE",""
"036400","CEJN","136","SCREENWRITING","30.00","REG","Regular","","CCCE",""
"036402","CEJN","144","INTRO TO BLOGGING","30.00","REG","Regular","","CCCE",""
"050651","CEJV","416A","INTRO TO PROGRAMMING WITH JAVA 1","30.00","REG","Regular","You must complete CEWP 210","CCCE",""
"050652","CEJV","416B","INTRO TO PROGRAMMING WITH JAVA 2","30.00","REG","Regular","You must complete CEWP 210 and CEJV 416A","CCCE",""
"050656","CEJV","670","JAVA WEB SERVICES AND DATABASES","40.00","REG","Regular","You must complete CEWP 215","CCCE",""
"049318","CELD","1100","Refining Management Reflexes","30.00","REG","Regular","","CCCE",""
"049319","CELD","1200","Communicating with Emotional Intelligence","30.00","REG","Regular","","CCCE",""
"049320","CELD","1300","Hiring & Developing Talent","30.00","REG","Regular","","CCCE",""
"049321","CELD","1400","Influencing with Integrity & Impact","30.00","REG","Regular","","CCCE",""
"049322","CELD","1500","Innovation and Problem Solving","30.00","REG","Regular","","CCCE",""
"050039","CELD","8000","Leadership et habiletés de direction","36.00","REG","Regular","","CCCE",""
"045021","CEMK","175","SEARCH ENGINE MARKETING","30.00","REG","Regular","","CCCE",""
"046434","CEMK","1150","INTRO TO MARKETING","40.00","REG","Regular","","CCCE","SEL 157 = CEMK 1150"
"046434","CEMK","1150","INTRO TO MARKETING","40.00","REG","Regular","","CCCE",""
"049285","CENT","1200","Start Up Your Online Business","30.00","REG","Regular","","CCCE",""
"049287","CENT","1400","Accounting and Financial Management","20.00","REG","Regular","","CCCE",""
"049288","CENT","1600","Sales, Networking and Business Development","20.00","REG","Regular","","CCCE",""
"049290","CENT","1800","Optimizing Business Operations","20.00","REG","Regular","","CCCE",""
"049079","CEPD","400","Certificat de Développement professionnel -Volet entrepreneuriat","30.00","REG","Regular","","CCCE",""
"049086","CEPD","8000","Youth Care Worker Fundamentals Program","999.00","REG","Regular","","CCCE",""
"049087","CEPD","8001","Youth Care Worker and its Organisation","400.00","REG","Regular","","CCCE",""
"049088","CEPD","8002","Unit and Group Intervention","600.00","REG","Regular","","CCCE",""
"049089","CEPD","8003","Individual Youth Intervention","600.00","REG","Regular","","CCCE",""
"049090","CEPD","8004","Activity Planning and Animating","200.00","REG","Regular","","CCCE",""
"050164","CEPD","500","École d’été en transformation sociétale","45.00","REG","Regular","","CCCE",""
"050304","CEPD","400E","Certification of Professional Development-Entrepreneurial Training Stream","30.00","REG","Regular","","CCCE",""
"050305","CEPD","410","Certificat de développement des compétences entrepreneuriales","30.00","REG","Regular","","CCCE",""
"050306","CEPD","410E","Certification of Entrepreneurial Skills Development","30.00","REG","Regular","","CCCE",""
"050336","CEPD","8100","Polaris Gignu: Trauma Informed Youth Care Practices Adapted for Local lndigenous Context.","174.00","REG","Regular","","CCCE",""
"050341","CEPD","8101","ORIENTATION TO COMPLEX TRAUMA","45.00","REG","Regular","","CCCE",""
"050342","CEPD","8102","THE BEHAVIOUR EXPECTATION MATRIX, RHYTHMS AND ROUTINES","40.00","REG","Regular","","CCCE",""
"050343","CEPD","8103","POSITIVE REINFORCEMENT AND WORKER AFFECT MANAGEMENT","40.00","REG","Regular","","CCCE",""
