"CourseID","Descr"
"011305","Please see UGRD Calendar"
"011306","Analyse d’oeuvres littéraires qui ont pour sujet la ville de Montréal, son histoire, son présent, ses quartiers, ses habitants, ses langues, ses cultures, son ambiance et sa diversité, afin de mieux comprendre les représentations qui la caractérisent."
"011307","Analyse comparée d’oeuvres significatives des littératures québécoise et canadienne-anglaise visant à mettre en évidence leurs similitudes et leurs traits distinctifs à la lumière des contextes historiques, sociaux et culturels.N.B. : Les étudiantes et étudiants qui ont suivi FRAN 455 ou 456 ne peuvent obtenir de crédits pour ce cours."
"011309","Ce cours décrit et analyse l'évolution de grands symboles et archétypes de l'imaginaire des littératures d'expression française.N.B. : Les étudiantes et étudiants qui ont suivi FLIT 441 ne peuvent obtenir de crédits pour ce cours."
"011311","Please see UGRD Calendar"
"011312","Please see UGRD Calendar"
"011313","Analyse d’oeuvres significatives de la littérature-monde, en traduction française, qui ont eu un impact hors de leur contexte d’origine et qui reflètent des interrogations contemporaines."
"011314","Ce cours étudie des textes littéraires francophones ou en version française des Amériques (Québec, Canada, États-Unis, Caraïbes, Amérique latine) et analyse des représentations, interactions, hybridations et évolutions de ces littératures."
"011315","Please see UGRD Calendar"
"011316","Please see Undergraduate Calendar"
"011320","Étude individuelle dirigée d’un sujet particulier dans le domaine des littératures de langue française."
"011321","Étude individuelle dirigée d’un sujet particulier dans le domaine des littératures de langue française.N.B. : Toute étudiante et tout étudiant s’inscrivant pour la seconde fois au cours FLIT 494 obtient les crédits FLIT 495.N.B. : Les étudiantes et étudiants qui ont suivi FRAN 495 ne peuvent obtenir de crédits pour ce cours."
"011322","Cours offert uniquement aux étudiantes et étudiants des programmes de majeure et de spécialisation en littératures de langue française. Étude individuelle dirigée permettant d’approfondir un sujet particulier dans le domaine des littératures de langue française."
"011324","Please see GRAD Calendar"
"011325","Please see GRAD Calendar"
"011331","Please see GRAD Calendar"
"011332","Please see Graduate Calendar"
"011333","Please see GRAD Calendar"
"011335","Please see Graduate Calendar"
"011336","Please see GRAD Calendar"
"011337","Please see GRAD Calendar"
"011338","Please see GRAD Calendar"
"011339","Please see GRAD Calendar"
"011343","Please see GRAD Calendar"
"011345","Please see GRAD Calendar"
"011347","Please see GRAD Calendar"
"011348","Please see GRAD Calendar"
"011349","A studio course introducing the study and practice of film animation. Students are taught the fundamentals of motion analysis and frame-by-frame filmmaking, basic character animation, camera layouts, exposure sheets and character design.Prerequisite: Enrolment in the Major in Film Animation or the Minor in Film Animation; FMAN 254 concurrently; or written permission of the School of Cinema, with either FMPR 231 or six credits in a Studio Art course.NOTE: Students are required to bear the cost of film stock, processing, printing, and other materials."
"011352","An analytical approach to various elements supporting the concept of representation, including character design, virtual space, and perception, among others. The concept of drawing is expanded beyond observational drawing.Prerequisite: Enrolment in the Major in Film Animation or the Minor in Film Animation; or written permission of the School of Cinema, with either FMPR 231 or six credits in Studio Art.NOTE: Students who have received credit for FMAN 324 may not take this course for credit."
"011353","A studio course introducing students to the use of digital and analog equipment in the production of frame-by-frame films. Students learn the technical aspects of animation software and analog animation production equipment.Prerequisite: Enrolment in the Major in Film Animation or the Minor in Film Animation, FMAN 202 concurrently; or written permission of the School of Cinema.NOTE: Students who have received credit for FMAN 214 may not take this course for credit."
"011357","A continuation on a more advanced level of FMAN 202. During the production of short animation exercises and films, students enhance their knowledge of film planning strategies and various frame-by-frame filmmaking techniques. Students explore film language, sound design and editing.Prerequisite: Enrolment in the Major in Film Animation; FMAN 202, 224, 254.NOTE: Students are required to bear the cost of film stock, processing, printing, and other materials.NOTE: Students who have received credit for FMAN 302, 303, 304, 306, or 314 may not take this course for credit."
"011362","An exploration of the visual and written development of ideas and scripts in storyboard form. Students engage in creative and experimental exercises including timing, planning the soundtrack and creating animatics.Prerequisite: Enrolment in the Major in Film Animation; FMAN 204, 225, 256; or written permission of the School of Cinema. NOTE: Students are required to bear the cost of all necessary equipment, software and production materials for the course as described in the syllabus."
"011364","An examination of the fundamentals of character animation, its theory, techniques, and application to contemporary studio situations. Exercises in character creation, design and dramatization are directed towards the students’ particular interests and styles.Prerequisite: Enrolment in a Film Animation program; FMAN 204, 225, 256; or written permission of the School of Cinema. NOTE: Previous drawing experience is recommended.NOTE: Students are required to bear the cost of all necessary equipment, software and production materials for the course as described in the syllabus."
"011366","A continuation on a more advanced level of FMAN 225. An in-depth focus on drawing for animation film.Prerequisite: Enrolment in a Film Animation program; FMAN 225; or written permission of the School of Cinema upon presentation of a portfolio. NOTE: Previous drawing experience is recommended.NOTE: Students are required to bear the cost of all necessary equipment, software and production materials for the course as described in the syllabus."
"011369","An introduction to sound production theory,techniques and applications specific to animation films. Starting from the fundamentals ofaudio recording and multi-channel mixing, students progress through a series of hands-on workshops and exercises culminating in a fully realized soundtrack for an animation film.Prerequisite: Enrolment in the Major in Film Animation; FMAN 204, 225, 256; or written permission of the School of Cinema. NOTE: Students are required to bear the cost of all necessary equipment, software and production materials for the course as described in the syllabus."
"011370","An intensive hands-on seminar/workshop in the art and craft of animation. This course is designed to acquaint the student with photographic techniques, model, puppet, and set construction, materials, motion control, and lighting, as it applies to animation filmmaking. Recent developments and a study of international styles and techniques are included.Prerequisite: FMAN 202; or written permission of the School of Cinema.NOTE: Students who have received credit for this topic under a FMAN 498 number may not take this course for credit."
"011371","Prerequisite: FMAN 202 previously or concurrently; or written permission of the School of Cinema. An introduction to the principles and practices of the 3D digital approach to frame-by-frame filmmaking.NOTE: Students who have received credit for FMAN 354 may not take this course for credit."
"011372","An intensive technical course in the art and creation of 3D computer graphics. Students learn to use 3D software and related applications for modelling, rigging, lighting, and texture. Students are encouraged to explore the aesthetic combinations of digital 3D, 2D, and other animation techniques in exercises and projects.Prerequisite: Enrolment in the Major in Film Animation or the Minor in Film Animation, and FMAN 202, 224, 254; or written permission of the School of Cinema.NOTE: Students who have received credit for FMAN 353 may not take this course for credit."
"011384","Prerequisite: Enrolment in the Major in Film Animation; FMAN 308; FMAN 315, 340previously or concurrently. This course is a continuation on a more advanced level ofFMAN 308. Students produce a major animation film project using the medium of theirchoice.NOTE: Students are required to bear the cost of all necessary equipment, software andproduction materials for the course as described in the syllabus."
"011388","This course is both technical and aesthetically oriented, designed to develop an understanding of montage in terms of pacing, rhythm, transitions, and continuity. Working on a series of exercises, students are introduced to the digital postproduction process in film and animation. Topics include such elements as video signals, digital video formats, colour correction, codecs, and compression.Prerequisite: FMAN 204, 256; or written permission of the School of Cinema. NOTE: Students who have received credit for FMAN 336 may not take this course for credit.NOTE: Students are required to bear the cost of all necessary equipment, software and production materials for the course as described in the syllabus."
"011391","A Film Animation student who will be employed within the film industry during the same calendar year may seek permission to apply three credits towards the Film Animation degree program. A written proposal describing the project must be submitted prior to the work taking place in order to determine the appropriateness of the level and scope of the project.The School of Cinema must be satisfied that the work will be done under the joint supervision of a qualified professional and a full-time Cinema faculty member.Prerequisite: FMAN 203, 225, 256; written permission of the School of Cinema."
"011392","This course offers a limited number of students the opportunity to pursue advanced research under the supervision of a full-time Cinema faculty member. A written agreement between the student and the supervisor shall clearly state the nature of the student’s research, the scope of the project, and the work schedule. The study workload should be equivalent to a three-credit course in the program. Independent study may not duplicate curriculum offerings.Prerequisite: 24 credits completed in Film Animation; written permission of the School of Cinema. A minimum cumulative GPA of 3.5 is required."
"011409","A comprehensive course introducing students to the art of making motion pictures. This course stresses the individual student’s creative efforts and expression through filmmaking. Students are expected to master basic technique and theory. Students use digital resources foracquisition and post-production. The course may require mandatory workshops outside of class time.Prerequisite: Enrolment in the Major in Film Production; or enrolment in the Specialization in Film Studies and written permission of the School of Cinema. NOTE: Students are required to bear the production costs of all aspects of their course projects and supply their own means of storing media for editing and back-up."
"011412","Prerequisite: Enrolment in the Major in Film Production; FMPR 231, 239; one of FMST 201, 202 or 203; FMST 220; and the following courses to be taken concurrently: FMPR 338, 340. An intermediate course that explores the theory, technique and practice of filmmaking. The course emphasizes idea development, creative process, production planning, methods of production and post-production. Diverse course sections include approaches to fiction and non-fiction. Students use digital resources for acquisition and post-production. NOTE: Students are required to bear the production costs of all aspects of their course projects and supply their own means of storing media for editing and back-up."
"011414","This studio course for Cinema and Theatre students explores directing and performing for film; exercises arerecorded on video for analysis. Both performers and directors examine acting and directing acting for the camera through such topics as role preparation, character development, and performance continuity.Prerequisite: Written permission of the School of Cinema; FMPR 332 previously or concurrently, or six credits in Theatre Performance."
"011415","A comprehensive course introducing students to the creative and administrative challenges of producing.This includes strategies for fundraising, pre-production, budgeting and scheduling techniques, legal, financial and insurance concerns, post-production, distribution, and exhibition. A broad range of genres and platforms are covered.Prerequisite: FMPR 231 or written permission of the School of Cinema."
"011417","Prerequisite: Enrolment in the Major in Film Production; FMPR 231, 239; one of FMST 201, 202 or 203; FMST 220; and the following courses to be taken concurrently: FMPR 332, 340. A comprehensive course on the equipment and technology available to the contemporary filmmaker with a focus on the tools used by students in FMPR 332 Filmmaking II. Present-day technology is explored through the foundations of traditional camera and photographic theory toward an in-depth understanding of digital cinema. Extensive hands-on studio practice provides training in basic camera technique, lighting, and gripping. The course may require mandatory workshops outside of class time."
"011418","An introduction to methods, approaches and techniques of editing used by editors working in various genres of film — drama, documentary, experimental. Editing image, sound and preparation and supervision or re-recording are included.Analog and digital post-production platforms will be included. Attendance is required at mandatory laboratory sessions outside of class time.Prerequisite: Enrolment in the Major in Film Production; FMPR 231; FMST 211, 212; FMPR 332, 338 and 340 previously or concurrently."
"011419","Prerequisite: Enrolment in the Major in Film Production; FMPR 231, 239; one of FMST 201, 202 or 203; FMST 220; and FMPR 332 to be taken concurrently. An introductory course in the technical aspects of designing sound for cinema in support of projects undertaken in FMPR 332. The course focuses on location recording, studio recording, and multi-track editing for layered sound design. The course may require mandatory workshops outside of class time."
"011420","Prerequisite: Enrolment in the Major in Film Production; FMPR 231, 239; one of FMST 201, 202 or 203; FMST 220. An introduction to writing for film. Students explore the written word as a means to convey and clarify visual ideas and cinematic stories. Synopses, treatments and scenarios for various genres are explored. Students are required to submit their own writing for discussion and analysis."
"011425","Prerequisite: Enrolment in the Major in Film Production; FMPR 231, 239; one of FMST 201, 202 or 203; FMST 220. A forum of ideas intended to increase the student’s awareness of cinema as a visual medium. Aspects of visual culture are presented and discussed: work by painters, photographers, sculptors, architects, and artists working with digital media. A relationship is made between the work of such artists and the work of the filmmaker. Students work on individual visual projects. NOTE: Students who have received credit for this topic under a FMPR 498 number may not take this course for credit."
"011426","Prerequisite: Enrolment in the Major in Film Production; FMPR 231, 239; one of FMST 201, 202 or 203; FMST 220. This course explores aesthetic, conceptual and methodological issues surrounding non-fiction film production. Topics include research methods, non-scripted approaches, ethics of presentation, archival or ethnographic practices in light of current platforms and technologies. NOTE: Students who have received credit for this topic under a FMPR 498 number may not take this course for credit."
"011429","An advanced course building on practices established in FMPR 332 Filmmaking II. Diverse course sections include approaches to fiction and non-fiction. Students use digital resources for acquisition of moving images and post-production. Prerequisite: FMPR 332, 338, 340; written permission of the School of Cinema; 30 or fewer credits remaining in the degree. NOTE: Students are required to bear the production costs of all aspects of their course projects and supply their own means of storing media for editing and back-up.NOTE: Students who have received credit for FMPR 431 may not take this course for credit."
"011430","A continuation of FMPR 335 on a more advanced level.Prerequisite: FMPR 335 and written permission of the School of Cinema."
"011431","This course builds on the technical knowledge acquired in FMPR 338 Image I and focuses on the art and technology of image creation for cinema in support of projects in FMPR 432 Filmmaking III. Students explore advanced topics in lighting and camera technology.Prerequisite: Enrolment in the Specialization in Film Production or the Major in Film Production; FMPR 332, 338, 340; written permission of the School of Cinema."
"011432","An exploration of advanced methods, approaches and techniques used by editors working in various genres of film including drama, documentary and expanded cinema.Prerequisite: FMPR 239; 48 credits completed."
"011433","The central focus of the course is creative sound design. Emphasis is on the interaction between sound and image in film and includes both individual and collective sound projects.Prerequisite: Enrolment in the Specialization in Film Production or the Major in Film Production; FMPR 338, 340."
"011434","An advanced exploration of topics covered in FMPR 341. Additional topics include adaptations of existing work for the screen and developing longer film projects. Three-act structures as well as new narrative formats and documentary approaches are explored. Students are required to submit their own writing for discussion and analysis.Prerequisite: FMPR 341."
"011436","A Film Production student who will be employed within the film industry during the same calendar year may seek permission to apply six credits towards the Film Production degree program. A written proposal describing the project must be submitted prior to the work taking place in order to determine the appropriateness of the level and scope of the project. The School of Cinema must be satisfied that the work will be done under the joint supervision of a qualified professional and a full-time Cinema faculty member.Prerequisite: Written permission of the School of Cinema."
"011437","A Film Production student who will be employed within the film industry during the same calendar year may seek permission to apply three credits towards the Film Production degree program. A written proposal describing the project must be submitted prior to the work taking place in order to determine the appropriateness of the level and scope of the project. The School of Cinema must be satisfied that the work will be done under the joint supervision of a qualified professional and a full-time Cinema faculty member.Prerequisite: Written permission of the School of Cinema."
"011438","This course offers a limited number of students the opportunity to pursue advanced research under the supervision of a full-time Cinema faculty member. A written agreement between the student and the supervisor shall clearly state the nature of the student’s research, the scope of the project, and the work schedule. The study workload should be equivalent to a three-credit course in the program. Independent study may not duplicate curriculum offerings.Prerequisite: 24 credits completed in Film Production; written permission of the Department. A minimum cumulative GPA of 3.5 is required."
"011440","A Film Production student who contributes in a key position to a graduate project in the Film Production MFA program may apply for credits on the understanding that the application take place prior to theproduction and is authorized by the faculty members responsible for both programs.Prerequisite: Enrolment in the Specialization in Film Production or the Major in Film Production; FMPR 332 previously or concurrently; written permission of the School of Cinema."
"011441","Prerequisite: FMPR 451 and written permission of the School of Cinema. A student repeating FMPR 451 for credit registers under FMPR 452."
"011442",""
"011460","Please see GRAD Calendar"
"011462","Please see GRAD Calendar"
"011464","Please see GRAD Calendar"
"011465","Please see GRAD Calendar"
"011488","A survey course acquainting the student with the art of the film and the basic methods of analysis. The technical and critical terminology of film studies is discussed. Popular literature on film, such as reviews, is analyzed and the more specialized film literature is introduced. Directors whose films are usually viewed include Bergman, Eisenstein, Fellini, Ford, Hitchcock, Kurosawa, Lubitsch, Keaton, and Welles. NOTE A/See §200.3NOTE: Students enrolled in the Major or Specialization in Film Studies may not apply credits for this course towards 90-credit or 108-credit degree requirements. This course cannot be applied as a Film Studies elective.NOTE: Only students admitted to a 120-credit program may take FMST 200. This course cannot be counted for credit in the Film Studies major or specialization programs."
"011492","A survey of Canadian film from the earliest surviving works to the present. Topics include fiction, documentary, animation, and experimental film, as well as the role of the National Film Board. The course includes discussions of national and transnational cinema within the Canadian context. Weekly Screenings."
"011493","Tour d’horizon du cinéma québécois mettant l’accent sur des oeuvres contemporaines. Les films sont examinés en fonction de leur valeur culturelle et politique. On y traite également de la structure de l’industrie du cinéma au Québec et du rôle joué, entre autres, par l’Office national du film. Visionnements hebdomadaires.NOTE: Ce cours peut, à l’occasion, être offert en anglais. / Course may occasionally be taught in English."
"011494","This writing intensive course focuses on developing discipline-specific skills for the study of cinema and the moving image. It supplements the formal and aesthetic approaches to film analysis with broader questions about seeing, interpreting and understanding cinema. By completing a broad range of assignments designed to test various academic approaches to film analysis, students become acquainted with different methodologies that are currently in use within the discipline.Prerequisite: Enrolment in the Major, Minor or Specialization in Film Studies. NOTE: Students in the Major in Film Studies program should complete this course as part of their first 30 credits."
"011495","An examination of representation by and of indigenous peoples in film and video. The emphasis is on Turtle Island and other parts of the Americas, but important works from other continents may be included. Films and videos, both mainstream and experimental, are discussed in the context of post-colonial theory, socio-cultural history, and contemporary aesthetic issues. Weekly screenings."
"011496","An intensive study of montage as an element of film style. Beginning with the work of D.W. Griffith, developments in film editing are followed through French Avant-Garde and Russian films of the 1920s to contemporary film.Weekly screenings.Prerequisite: FMST 212."
"011497","An intensive study of camera movement as an element of film style. Consideration is given to relations between long takes, deep-focus cinematography, and camera movement, as well as to the role of camera movement in creating the signification of film. Films by Murnau, Renoir, Welles, Ophuls, and Snow are included among those viewed and discussed. Weekly screenings.Prerequisite: FMST 212."
"011498","An introduction to film comedy in the silent and sound eras. The visual and verbal sources of comedy are analyzed through the study of films ranging from Mack Sennett and Buster Keaton to Woody Allen and Jacques Tati. Weekly screenings.Prerequisite: Second-year standing.66 or fewer credits remaining in degree program."
"011500","Prerequisite: Two of FMST 201, 202 or 203; FMST 204, 220; or permission of the Schoolof Cinema. This course familiarizes students with some of the major developments in filmtheory and further develops their critical skills in approaching complex theoretical texts andconcepts. Students examine a variety of theoretical writings concerned with aesthetic,social and psychological aspects of the cinema, including questions of spectatorship,ideology, gender, technology, and authorship."
"011504","Prerequisite: Two of FMST 201, 202 or 203; FMST 204, 220; or permission of the Schoolof Cinema. This course studies extra-textual elements of cinema, such as productionhistories, stardom, film education, and, more generally, issues in the dissemination of filmcultures around the world including screens, apparatuses, cinephilia, fandom and festivals."
"011505","An examination of experimental film emphasizing developments from the late 1940s to the present. The New American Cinema is considered in relation to other North American and European experimental cinemas, and examples of the historical antecedents of recent experimental films are viewed and discussed. Weekly screenings.Prerequisite: Second-year standing.66 or fewer credits remaining in degree program."
"011506","Prerequisite: Two of FMST 201, 202 or 203; FMST 204, 220; or permission of the Schoolof Cinema. This course introduces students to the proliferating forms of contemporaryanimation, and to the critical debates around digital media in which animation plays acentral role. The course examines new forms of animation, including anime, webbasedanimation and animated documentary along with big-budget special-effects films.Students are introduced to recent developments within film studies, animation studies,new media theory, game studies, gender studies, software studies, and theoriesof consumer culture.NOTE: Students who have received credit for this topic under a FMST 398 number maynot take this course for credit."
"011509","A survey of animated film from the first decade of the 20th century to the present. Styles of animation ranging from abstract experimental film of the 1920s, to the Disney Studio, to computer animation are viewed and discussed. The contribution of the National Film Board of Canada and particularly that of Norman McLaren is considered. Weekly screenings.Prerequisite: Enrolment in the Major in Film Animation or the Minor in Film Animation, or second-year standing.66 or fewer credits remaining in degree program."
"011511","Prerequisite: Two of FMST 201, 202 or 203; FMST 220; or permission of the School ofCinema. This course offers an introduction to the critical study and analysis of film actingand performance. It includes a survey of acting styles and practices. Performance stylesare studied in relation to authorship, the film industry, stardom, scriptwriting, filmtechnique, film genre, documentary and the other performing arts. The course helpsstudents learn the multidimensional subject of acting for the screen."
"011513","A cross-cultural survey of contemporary developments in the documentary film. The course begins with the precursors of cinéma-direct in North America and Europe during the 1950s, and extends through the most recent applications of cinéma-direct in the emerging cinemas of the Third World. Emphasis is placed on both the artistic achievement and the theoretical, cultural, and political context of the non-fiction film during this period of technological and aesthetic transition. Weekly screenings.Prerequisite: Second-year standing.**66 or fewer credits remaining in degree program."
"011514","Prerequisite: Two of FMST 201, 202 or 203; FMST 220; or permission of the School ofCinema. This course examines films made by women, film criticism written by women, andthe portrayal of women in films. These topics are considered within the context of filmhistory and with an emphasis on their relation to ideas in contemporary feministtheory. Weekly screenings."
"011515","Prerequisite: Two of FMST 201, 202 or 203; FMST 220; or permission of the School ofCinema. This course provides a concentrated study of the work of selected major directorsof narrative, documentary and experimental cinema. Concepts and theories of authorshipare incorporated into close analysis of selected bodies of work. The films are consideredin terms of thematic and stylistic consistency and variation as well as biographical, social,and political factors.NOTE: Students who have received credit for FMST 321 may not take this course forcredit."
"011518","An examination of films as reflections of national cultures. Films by a range of directors representing one or several national groupings such as Japan, Brazil, Eastern Europe, Great Britain, or contemporary West Germany are discussed in the context of their aesthetic, cultural, and political aspirations. Weekly screenings.Prerequisite: Second-year standing.* *66 or fewer credits remaining in degree program."
"011538","This course is a cross-cultural survey of the history of the documentary film from its origins in early cinema to the emergence of direct cinema in the postwar period. Emphasis is placed on both the artistic achievement and the theoretical, cultural, and political context of nonfiction film during the first half of the 20th century. Directors studied may include Flaherty, Grierson, Lorentz, Ivens, Riefenstahl, Shub, Vertov, and Vigo.Prerequisite: Second-year standing.66 or fewer credits remaining in degree program."
"011547","Prerequisite: Two of FMST 201, 202 or 203; FMST 220; or permission of the School ofCinema. This course involves intensive analysis of one or two film genres, which assumesprevious experience in film-genre studies. The genre is discussed in terms of its structuralcharacteristics and the ways in which it is a product of specific social situations. Weeklyscreenings."
"011555","An investigation of cinematic sexual imagery as art, communication and socio-cultural phenomenon. Weekly screenings of films and videos, representing fiction, experimental and documentary genres, as well as different historical and cultural contexts, are related to theoretical readings, both classical and contemporary, by authors from Freud and the Surrealists to Foucault and recent feminist and queer theorists. Contemporary issues such as pornography, autobiography, and the HIV epidemic are confronted. Learning is interdisciplinary, interactive and group-oriented.Prerequisite: Second-year standing or six credits in the Minor in Interdisciplinary Studies in Sexuality. 66 or fewer credits remaining in degree program. NOTE: Students who have received credit for this topic under a FMST 498 number may not take this course for credit."
"011556","An interdisciplinary, cross-cultural survey of queer cinema and video. Selected phases in the historical trajectory of LGBTQ film are highlighted, both underground and mainstream, including studies of representative major artists from Jean Cocteau and Dorothy Arzner to Patricia Rozema and Derek Jarman. Problems in the depiction of sexual minorities are analyzed, and a selection of the principal aesthetic, theoretical and socio-political issues raised by queer theory and cultural production is introduced."
"011557","An extension of FMST 392. An in-depth focus on selected historical, aesthetic, and theoretical issues, which vary from year to year according to the expertise of faculty.Prerequisite: FMST 392."
"011580","An advanced course in the study of films made by women, as well as of the representation of women in films. The topics selected for study may vary from year to year and are considered within the context of film history, contemporary feminist philosophy, and feminist film theory. Students are expected to conduct independent research for class presentation.Prerequisite: Written permission of the School of Cinema."
"011581","Please see UGRD Calendar"
"011587","A seminar for advanced students which provides for more concentrated study of the work of specific film directors. The director or directors whose films are chosen for study varies from year to year according to the instructor’s field of specialization.Prerequisite: 18 credits in Film Studies and written permission of the School of Cinema."
"011592","A seminar for advanced students which provides for the study of limited and more specialized areas of film history. The areas chosen for study vary from year to year according to the instructor’s field of specialization.Prerequisite: 18 credits in Film Studies and written permission of the School of Cinema."
"011600","A seminar in which selected aspects of Canadian film are examined and discussed. The areas chosen for study vary from year to year according to the instructor’s field of specialization.Prerequisite: FMST 214 or COMS 316, and written permission of the School of Cinema."
"011601","Un séminaire dans lequel des aspects sélectifs du cinéma québécois sont analysés et discutés. Les sujets d’étude choisis varient d’année en année selon la spécialisation de l’instructeur.Préalable: FMST 215, ainsi que permission écrite de l’École de cinéma. NOTE: Ce cours peut, à l’occasion, être offert en anglais. / This course may be occasionally offered in English."
"011603","This seminar provides an in-depth and focused engagement with discourses on cinema from different cultural traditions and theoretical perspectives. Specific topics may vary from year to year and will be placed in dialogue with a range of film and media materials.Prerequisite: Written permission of the School of Cinema."
"011604","An intensive course in the analysis of film style. Films are examined using an analytical projector in order to discover their formal and thematic structures. The contribution of cinematographers, editors, scriptwriters, directors, and performers to the development of a style are discussed. Weekly screenings.Prerequisite: Written permission of the School of Cinema."
"011606","An examination of conventions of film narrative from a theoretical and historical point of view. Innovations in narrative structure are discussed and consideration is given to the origin, development, and transformation of narrative traditions in their cultural and aesthetic context.Prerequisite: Written permission of the School of Cinema."
"011609","A Film Studies student who has been commissioned to work in such areas as film research, archival work, editing film publications, or writing film criticism, may seek permission to apply three credits towards the Film Studies degree program. A written proposal describing the project must be submitted prior to the work taking place in order to determine the appropriateness of the level and scope of the project. The School of Cinema must be satisfied that the work will be done under the joint supervision of a qualified professional and a full-time Cinema faculty member.Prerequisite: Second-year standing* in the Major in Film Studies or the Specialization in Film Studies; written permission of the School of Cinema. *66 or fewer credits remaining in degree program."
"011610","This course offers a limited number of students the opportunity to pursue advanced research under the supervision of a full-time Cinema faculty member. A written agreement between the student and the supervisor shall clearly state the nature of the student’s research, the scope of the project, and the work schedule. The study workload should be equivalent to a three-credit course in the program. Independent study may not duplicate curriculum offerings.Prerequisite: 24 credits completed in Film Studies; written permission of the Department. A minimum cumulative GPA of 3.5 is required."
"011615","This intensive seminar includes workshops in research methodology, in advanced study and career planning, and in the practice of criticism, publication, preservation, and programming. The relation of film studies to filmmaking practice, the role of changing technology, and the current cultural context of the discipline are discussed by visiting experts from both within the University and the community at large. The course brings together all students in the Specialization in Film Studies.Prerequisite: Second-year standing in the Specialization in Film Studies; written permission of the School of Cinema. 66 or fewer credits remaining in degree program."
"011633","Please see GRAD Calendar"
"011720","Please see GRAD Calendar"
"011729","Please see GRAD Calendar"
"011735","Please see GRAD Calendar"
"011736","Please see GRAD Calendar"
"011737","Please see GRAD Calendar"
"011738","Please see GRAD Calendar"
"011743","Please see GRAD Calendar"
"011756","Please see GRAD Calendar"
"011758","Please see GRAD Calendar"
"011795","This course introduces the guiding concepts central to First Peoples Studies at Concordia. These guiding concepts are often misunderstood by mainstream society. Themes include the Medicine Wheel as a structuring approach to course content and teaching/learning; worldviews; colonization and decolonization; First Peoples thought and knowledge; the diversity among First Peoples; and individual and community empowerment within First Peoples frames of reference. Principles and practices of dialogue and cross-cultural communication are introduced. A key process goal of the course is for students to explore, with increasing skill and knowledge, their own motivations, positioning, and goals in relation to pursuing First Peoples Studies."
"011796","This course introduces basic concepts, practices, and issues for study and research consistent with the goals of First Peoples Studies, including the historical relation of First Peoples to academic research; ethical considerations; the social construction of knowledge, the influence of First Peoples thought, knowledge, and ways of knowing on the development of relevant contemporary research; basic steps of designing, carrying out, and presenting research within several contemporary models, including participatory research; constructive relations of people of other cultures to researching in the area; qualitative and quantitative research methods, including asking research questions; and basic skills of interviewing, as well as treating, analyzing and presenting interview data, within qualitative research."
"011797","This course provides an introductory overview of knowledge related to the eleven cultural groups of First Peoples in Canada. It explores theories of migration, geographic location, cultural and linguistic diversity, historical socio-economic and political systems as well as the relationships with the environment and traditional practices and beliefs. In-depth focus is placed on representative nations within each group."
"011798","This course traces the history of the Haudenosaunee (Iroquois) from the period of the founding of the Confederacy to the present. With particular focus on the Kanien'kehaka (Mohawk) of Quebec, it includes discussion on the culture, language, and structure of Haudenosaunee society, the formation of the Haudenosaunee Confederacy, traditional philosophies such as the Kaienerekowa (Great Law of Peace) and the Code of Handsome Lake, Kanonsesro:non (people who adhere to the ways of the Longhouse), symbolism, as well as contemporary issues, including the impact of Euro-Canadian government policies."
"011799","Please see Undergraduate Calendar"
"011800","This course explores the specific cultures of the Inuit peoples in Canada with a particular emphasis on the Inuit people of Nunavik (Northern Quebec). The course examines social and political structures, gender-defined roles, the Arctic way of life, the Inuit language and its dialects, as well as the spiritual beliefs of the Inuit. This course also examines changing roles and structures influenced by colonization, including the imposition of federal policies."
"011801","Please see UGRD Calendar"
"011802","Please see UGRD Calendar"
"011804","This course focuses on the Indian Act, with an emphasis on its impact on the First Peoples of Quebec. This includes discussion of the events leading up to its imposition, its implications for First Peoples cultures and societies, as well as related policies and other instruments of assimilation and colonization. Issues of accommodation and resistance are discussed. Effects of proposed changes to the Indian Act are analyzed and alternative solutions are explored.Prerequisite: FPST 201, 202."
"011805","This course traces the history of the education of the First Peoples. It explores current issues in education, including educational approaches defined and implemented by First Peoples. Topics covered include traditional ways of learning and teaching. The issue of colonization, including early attempts at religious and linguistic conversion, as well as Canada's residential school system and its continuing legacy, are discussed in depth.Prerequisite: FPST 201, 202."
"011806","Please see UGRD Calendar"
"011807","Please see UGRD Calendar"
"011808","Please see Undergraduate Calendar"
"011809","This course presents a general overview of the six Haudenosaunee (Iroquoian) languages, with special emphasis on Kanien'kehaka (the Mohawk language). The course introduces the student to basic vocabulary, different dialects and writing systems. It explores the basic components that make up Haudenosaunee languages including sounds, word composition, sentence structure and meaning. Other topics include linguistic interference from dominant languages. This course assists the student to recognize and value the social and cultural context of language."
"011810","This course presents a general overview of the Inuktitut language, with special emphasis on the dialect spoken in Nunavik (Northern Quebec). The course introduces the student to basic vocabulary, different dialects, and the syllabic writing system used by Inuit people. It explores the basic components that make up Inuktitut, including sounds, word composition, sentence structure and meaning. Other topics include linguistic interference from dominant languages. This course assists the student to recognize and value the social and cultural context of language."
"011812","Please see UGRD Calendar"
